RSI_Bengal
      hardpoint_thruster_main_small_lower_top_rightS1   MainThruster                                      RSI_Bengal_Thruster_Main_Small                                   Main thrusters                          
      hardpoint_thruster_main_small_lower_bottom_rightS1   MainThruster                                      RSI_Bengal_Thruster_Main_Small                                   Main thrusters                          
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_04                          S9   Turret.GunTurret                                  RSI_Bengal_SCItem_STS_Turret                                     Manned turrets                          
   turret_left                                    S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   turret_right                                   S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_07                          S9   Turret.GunTurret                                  RSI_Bengal_SCItem_STS_Turret                                     Manned turrets                          
   turret_left                                    S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   turret_right                                   S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_08                          S9   Turret.GunTurret                                  RSI_Bengal_SCItem_STS_Turret                                     Manned turrets                          
   turret_left                                    S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   turret_right                                   S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_09                          S9   Turret.GunTurret                                  RSI_Bengal_SCItem_STS_Turret                                     Manned turrets                          
   turret_left                                    S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   turret_right                                   S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_10                          S9   Turret.GunTurret                                  RSI_Bengal_SCItem_STS_Turret                                     Manned turrets                          
   turret_left                                    S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   turret_right                                   S8   WeaponGun.Gun                                     Bengal_BallisticCannon_S8                                        Weapon hardpoints                       
   hardpoint_aimodule                             S10  AIModule                                                                                                           UNKNOWN                                 
  hardpoint_AI_turret_controller_03               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_controller_04               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_controller_07               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_controller_08               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_controller_09               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_controller_10               S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_AI_turret_radar_03                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_AI_turret_radar_04                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_AI_turret_radar_07                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_AI_turret_radar_08                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_AI_turret_radar_09                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_AI_turret_radar_10                    S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_armor                                 S1   Armor                                             ARMR_RSI_Bengal                                                  Armor                                   
  hardpoint_door_front                            S1   Door                                              Door_Ship_Exterior_RSI_Bengal_Front                              Doors                                   
  hardpoint_landing_system                        S1   LandingSystem                                     Default_LandingSystem                                            UNKNOWN                                 
  hardpoint_missile_turret_05                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_MissileLauncher                  Remote turrets                          
   turret_centre                                  S6   WeaponGun.Rocket                                  MRCK_S06_BEHR_Beehive_S02                                        Weapon hardpoints                       
    missile_01_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_02_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_03_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_04_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_05_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_06_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_07_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_08_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_09_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_10_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_11_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_12_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_13_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_14_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_15_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_16_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_17_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
    missile_18_attach                             S2   Missile.Missile                                   MISL_S02_IR_FSKI_Ignite                                          Missiles                                
  hardpoint_missile_turret_controller_05          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_missile_turret_radar_05               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_09                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_10                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_13                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_14                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_15                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_16                     S6   Turret.GunTurret                                  RSI_Bengal_SCItem_Remote_Turret_Phalanx                          Remote turrets                          
   turret_centre                                  S6   WeaponGun.Gun                                     Bengal_BallisticGatling_S6                                       Weapon hardpoints                       
  hardpoint_phalanx_turret_controller_09          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_phalanx_turret_controller_10          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_phalanx_turret_controller_13          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_phalanx_turret_controller_14          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_phalanx_turret_controller_15          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_phalanx_turret_controller_16          S1   WeaponController                                  Controller_Weapon                                                UNKNOWN                                 
  hardpoint_thruster_front_left_bottom            S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   
  hardpoint_thruster_front_left_top               S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   
  hardpoint_thruster_front_right_bottom           S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   
  hardpoint_thruster_front_right_top              S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   
  hardpoint_phalanx_turret_radar_09               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_radar_10               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_radar_13               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_radar_14               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_radar_15               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_phalanx_turret_radar_16               S2   Radar.ShortRangeRadar, Radar.MidRangeRadar        RADR_Default                                                     Radars                                  
  hardpoint_thruster_front_right_side             S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   
  hardpoint_thruster_front_left_side              S5   ManneuverThruster                                 RSI_Bengal_Thruster_Mav_Joint                                    Maneuvering thrusters                   

